"text","unified_label"
" While Ken is at a 178 other names from Barbie land like Mitch seem less likely to make","Skip"
" a comeback.","Skip"
" Poor Mitch.","Skip"
" Perfect news reading.","Skip"
" It's just fun reading off the table.","Skip"
" Yeah, please put my news.","Skip"
" It was so much better than the rest of us.","Skip"
" You can get which.","Skip"
" So I have a feeling that you're a bit sporty.","Skip"
" You're not just, you know, just mango.","Skip"
" Yeah, actually, it's 40 runs.","Skip"
" So my super power is guessing what netball position you would have played.","Skip"
" But first you I need to find out like did you ever play netball?","Skip"
" I didn't.","Skip"
" I played hockey.","Skip"
" We can't be friends.","Skip"
" No, no.","Skip"
" Are there similar positions in hockey?","Skip"
" Well, they're not really.","Skip"
" I have done my research and I feel like in netball, if you're a, if stereo typical","Skip"
" Barbie was a netball player, she'd be a dollar tack right.","Skip"
" But I feel, and so in hockey, she'd probably be a striker.","Skip"
" But I feel like Margo Robbie is a bit naughty.","Skip"
" Am I right?","Skip"
" Yeah, I was never sent to forward or anything like that.","Skip"
" No, you would have been in defence, wouldn't you?","Skip"
" And I was, I was on the wing.","Skip"
" I was off to the fence.","Skip"
" Actually, I was the one that'd bring in if they needed to really whack the ball.","Skip"
" Oh, you're a netball player with weapons.","Skip"
" Yeah.","Skip"
" I need a weapon.","Skip"
" Yeah, we can be friends actually.","Skip"
" So you would have been a wing defence for a gold defence in netball.","Skip"
" And, yeah, Greta, I'm feeling like you've got goalkeeper vibes, which is a","Skip"
" my position because obviously we can be friends.","Skip"
" Or you would be the coach.","Skip"
" You would be just in charge of the saw.","Skip"
" Would she be the coach, Margo?","Skip"
" Yeah.","Skip"
" Oh, well, I don't know, actually.","Skip"
" She could be the, the gold attack, whatever you, is that we could...","Skip"
" Oh, the attack running the play?","Skip"
" Yeah.","Skip"
" Oh, no, she's got a lot of fire.","Skip"
" Yeah.","Skip"
" Where did any of that make sense?","Skip"
" You guys are, I don't know what you're saying.","Skip"
" And I guess just handed you the most covered position on the netball player.","Skip"
" Yeah.","Skip"
" And I'm sticking, I'm the back with me because I'm a goalkeeper with no match.","Skip"
" So I just did the hard position.","Skip"
" Really good at cheering.","Skip"
" So I'll just be on the side just hyping you up.","Skip"
" That's actually the right position to do.","Skip"
" If you did this trick on us earlier and I got told I was on the bench.","Skip"
" Yeah, I did.","Skip"
" Now in the bench with Margo, Robby's side.","Skip"
" I'm not that much of it.","Skip"
" That's a really fun.","Skip"
" That works.","Skip"
" Barbies and cinemas everywhere from the 20th of July.","Skip"
" I think we're all keen to go see it.","Skip"
" Please thank Greta Goig and Margo Robby for joining us.","Skip"
" For the past couple of years the cycling press has been a wash with stories about pros moving","Skip"
" to using shorter cranks. Recently, stars such as Tade Pergakja and Walfanar have moved","Skip"
" to using short cranks too in search of those marginal gains. So the trend and the noise","Skip"
" has really taken off on the back of that. It seems to have originated from TT bikes with smaller","Skip"
" cranks. The knees don't come up so far at the top of the pedal stroke, meaning that the riders","Skip"
" can get further forward in their position and improve their aerodynamic efficiency. In fact,","Skip"
" friend of the flippers of Mike Ternison recently confirmed that Bihaly still uses 172.5 millimetre","Skip"
" cranks on his road bike. He uses 165 millimetres on his TT bike and that is quite a considerable difference.","Skip"
" There's also been a great many YouTube on the subject and I think I've watched the majority of them.","Skip"
" My interest in the subject, as an older rider, is the potential benefit for my knees.","Skip"
" My recent outing at the ride ride gate left me with sore knees, in particular the left one for a","Skip"
" few days afterwards. There wasn't any pain during the ride so I'm pretty confident it's old age","Skip"
" rather than my position on the bike that's causing it. The shorter cranks mean a smaller pedaling","Skip"
" And we'd wanted to do something.","Skip"
" And then when she brought this to me, it was terrifying, of course, because people do have","Skip"
" so many feelings about it.","Skip"
" And it is such an icon.","Skip"
" But it's an icon that's meant so many different things, different moments.","Skip"
" But I could feel myself leaning into it, like, and being kind of curious about it.","Skip"
" And also feeling scared, which is usually when there's something good about it.","Skip"
" And speaking about leaning in, I could not get my face closer to my phone screen when","Skip"
" every single trailer has come out for this movie.","Skip"
" There is a particular moment where you're in your heels, you take a step out.","Skip"
" And that just absolutely had me on the floor.","Skip"
" I need to know everything.","Skip"
" Is it you?","Skip"
" Is it special effects?","Skip"
" Did you get a special pedicure?","Skip"
" What is happening?","Skip"
" OK.","Skip"
" Let me get you those questions.","Skip"
" Yes, it is me.","Skip"
" Oh, it's no special effects.","Skip"
" Well, you'd be amazed how few the effects there are in this film, actually.","Skip"
" I don't know.","Skip"
" We didn't do that many takes of it.","Skip"
" A couple of takes.","Skip"
" And I kind of held onto, like, a bar.","Skip"
" So I was steady once I stepped.","Skip"
" We just put double-sided tape on the floor so that my shoes would stay still.","Skip"
" I did have a pedicure that morning.","Skip"
" She does have it.","Skip"
" There was a big discussion at the beginning where everyone said, are you going to see","Skip"
" GI all the feet?","Skip"
" And I thought, oh, God.","Skip"
" Terrifying.","Skip"
" No.","Skip"
" That's some nightmare.","Skip"
" And I was like, and she has the nicest feet.","Skip"
" Oh, she does.","Skip"
" She does.","Skip"
" She does.","Skip"
" You do.","Skip"
" No, she does.","Skip"
" She has these beautiful, beautiful dancer feet.","Skip"
" And I was like, she's hanging onto that bar.","Skip"
" And do it just like this.","Skip"
" What's that kind of finding all those kind of iconic motifs and throwbacks to Barbie,","Skip"
" you know, and just reinventing them now?","Skip"
" Definitely.","Skip"
" I mean, even that in particular, the feet felt like a bit of a bat signal in a","Skip"
" way.","Skip"
" And it suited the...","Skip"
" It suited the B of...","Skip"
" There were just things where it was suddenly like, it's like we realized globally, it's","Skip"
" known, but also we kind of all share this collective memory of what Barbie means.","Skip"
" And it was even though it's this huge movie, it feels really personal to me.","Skip"
" Like it feels like something we made together and that it was made by so many people cared","Skip"
" about it so much.","Skip"
" And the Barbie logo that we used is the logo that I had because that was like, I was a child","Skip"
" of the 80s and I would stand in the toy store and all the boxes that were so...","Skip"
" I mean, I was like the wide boxes because it meant their hair was really big.","Skip"
" And the hair was like, fan doubt.","Skip"
" And I was like, I don't know.","Skip"
" I just wanted the one that I liked, you know.","Skip"
" It does mean so much to so many people, but in...","Skip"
" I'm not sure if Margot Phil do you know I'm this great.","Skip"
" The word Barbie means something else in Australia.","Skip"
" Did you read Greta Vell?","Skip"
" Who's it made here?","Skip"
" Like a barbecue.","Skip"
" Oh!","Skip"
" We've lost her!","Skip"
" Oh, he's lost her!","Skip"
" So I'm so Barbie now, I've had...","Skip"
" You're a Barbie, yeah.","Skip"
" You're a Barbie.","Skip"
" Yeah, I'm a Barbie.","Skip"
" So that's what we call like a barbecue.","Skip"
" So you weren't aware of that.","Skip"
" Not as such.","Skip"
" I mean the jet lag by the same.","Skip"
" Don't claim the blonde hair, blame the jet lag.","Skip"
" No, I mean I'd heard...","Skip"
" Yeah, but...","Skip"
" About a Barbie.","Skip"
" Yeah, yeah.","Skip"
" I thought maybe there could be like a promotional crossover like, you know, a Barbie.","Skip"
" Yes, but I'm deeply regretting that there's not an habit.","Skip"
" You mentioned it.","Skip"
" Yes, we could waste a bit.","Skip"
" Yeah, Barbie Barbie on there doing some snacks.","Skip"
" Oh, I'm really annoyed we didn't...","Skip"
" We're gonna make you real after this.","Skip"
" Yeah, yeah.","Skip"
" We'll fit it into.","Skip"
" So I'm really, really weird idea about a game called Barbie or Barbie.","Skip"
" So they wouldn't let him do it.","Skip"
" No, I'm really glad.","Skip"
" All we got was pitching it.","Skip"
" We're gonna disaster.","Skip"
" We're gonna play.","Skip"
" I was gonna name barbecue items and then things from the Barbie universe and you had to get...","Skip"
"testing, that is costly.","Skip"
"If there's going to be extra burden imposed","Skip"
"on the treatment centers and so forth,","Skip"
"we're going to have to find funds for that","Skip"
"and we recognize that.","Skip"
"Adam and then I'll come.","Skip"
"Margaret Thatcher has says now","Skip"
"a true birth of limited sanction.","Skip"
"Have you changed your mind at all in terms of sanction?","Skip"
"Alan, you've, I'm not going to violate my own rule here today.","Skip"
"I'm not going to change the subject on anything.","Skip"
"I'll take questions on this subject alone.","Skip"
"Let me take you a little bit.","Skip"
"Professor, you've been a supply of illegal drugs","Skip"
"and has never been more varied, more abundant,","Skip"
"more potent or less expensive than it is today.","Skip"
"These are this new crusade just in acknowledgement","Skip"
"that you can't do anything about a supply.","Skip"
"I don't think you should give up on that.","Skip"
"You have to do that.","Skip"
"What it does recognize is what I think many of us","Skip"
"recognized even while we were stepping that program up","Skip"
"and that is you're not going to succeed","Skip"
"until you take the customer away from the drugs.","Skip"
"At the same time, however, you can","Skip"
"increase the price by cutting down on the supply","Skip"
"by confiscation of the means of delivery and so forth.","Skip"
"The government right now is already owned","Skip"
"quite a fleet of yachts and airplanes","Skip"
"and trucks and so forth that have been involved","Skip"
"in that trade and that we have already intercepted.","Skip"
"And you can make it more difficult for the buyer","Skip"
"but at the same time, the real cure is going to be","Skip"
"turning particularly our young people off.","Skip"
"What would you say to me?","Skip"
"Wait, I'll come back to it.","Skip"
"President, what would you say to your critics","Skip"
"who say your five years too late","Skip"
"that if you've been serious about this,","Skip"
"you would have started it earlier","Skip"
"and you're doing it now only because public","Skip"
"opinion polls show that it would be popular politically.","Skip"
"No, that's not true.","Skip"
"We've we stepped up the, as I say,","Skip"
"the interdiction process very much.","Skip"
"It takes some awhile to find out how these things work.","Skip"
"We haven't before put the effort that we recognize now","Skip"
"should be put in that is to create in the minds","Skip"
"of all America and those in this room","Skip"
"could be most helpful in that.","Skip"
"That the time has come for a nationwide crusade","Skip"
"against this thing that is destroying","Skip"
"and threatening so many of our young people particularly","Skip"
"but that is embracing the cost in industry","Skip"
"and business is losing $100 million a year","Skip"
"because, but.","Skip"
"Why have you done it before?","Skip"
"Well, maybe it took a while to see that the things","Skip"
"that were going forward to programs","Skip"
"that went from just a few organizations","Skip"
"to as I said earlier, 10,000 organizations","Skip"
"across the country that that growing thing needs","Skip"
"that needs the added help that can be given by doing this.","Skip"
"But who is?","Skip"
"Guys, if you give the customs to collect them more men,","Skip"
"you can work at the border.","Skip"
"If you give more money to the border,","Skip"
"the phone will first now.","Skip"
"You're saying as if everything of this is","Skip"
"that I'm announcing is in the past as I said here.","Skip"
"We are still at work on this.","Skip"
"This is a kind of a preliminary announcement","Skip"
"of what it is the problems and what the general format","Skip"
"these specifics are yet to come.","Skip"
"And as I say, I'll be making further announcements.","Skip"
"I'm going to change or that these voluntary programs","Skip"
"could become coercive and that those who refuse","Skip"
"to take them may come under suspicion and some facts.","Skip"
"As I've said, we're going to encourage the use of volunteerism","Skip"
"where it is not a case of endangering someone's safety,","Skip"
"but at the same time, I think we're pretty much agreed","Skip"
"that we should make it plain.","Skip"
"That we're not out to get people and fire them","Skip"
"and we're not out to get kids and kick them out of school","Skip"
"for using it.","Skip"
"What we're out to do is to see if they will not","Skip"
"recognize that we want to help them.","Skip"
"And they don't lose from that.","Skip"
"So I don't see how that could become coercive.","Skip"
"Well, there will be any government pressure on people","Skip"
"to take these tests.","Skip"
"These voluntary tests.","Skip"
"Well, the only pressure that I could see is if they see other","Skip"
"examples and if they see groups stepping forward","Skip"
"and saying, yes, we'll do this in the interest of the cause,","Skip"
"well, then there's a kind of a peer pressure put on people.","Skip"
"Go to that.","Skip"
"Well, we've got to do events which tip this in your mind,","Skip"
"which may do decide to do this now.","Skip"
"That's right.","Skip"
"The last part.","Skip"
"Yeah.","Skip"
"Well, because I have someone here that's more authoritative","Skip"
"on this subject that we'll just be speaking to you","Skip"
"and taking your questions.","Skip"
"No, I think they all added to this and some of the tragedies","Skip"
"recently that have been so spectacular and so well-publicized.","Skip"
"But when you see some of the increasing figures that we have","Skip"
"seen and some recently, Sam and answer to your question,","Skip"
"not that we've known them all this time,","Skip"
"but when we find out the percentage of children that are being","Skip"
"approached about drugs in the fourth grade,","Skip"
"this did not exist at all.","Skip"
"But this continued stepping up of a trying to increase the market.","Skip"
"This is very much of what has led to this.","Skip"
"But now.","Skip"
"What about Hollywood?","Skip"
"Textile over, right?","Skip"
"Have you heard from Hollywood?","Skip"
"What about Hollywood?","Skip"
"I'll tell you, you're friends.","Skip"
"You worked up.","Skip"
"I will take that question.","Skip"
"Because in the interview, some things were edited out.","Skip"
"I spoke of little gratuitous scenes put in for comedy relief that made it","Skip"
"look kind of funny and all fun together, drugs.","Skip"
"As once upon a time, Hollywood did with drinking scenes.","Skip"
"But if you've noticed over the years recently,","Skip"
"you rarely see a scene for straight comedy of someone being drunk.","Skip"
"Well, the same thing is generally happening.","Skip"
"Now, the part that was left out of what I said is that the motion picture","Skip"
"industry itself is talking about making sure that they don't do this.","Skip"
"You can't police every individual who wants to go wild and producing a picture","Skip"
"and put in some scene of that kind as the one that I mentioned recently.","Skip"
"But also, Nancy has met with the head of the motion picture produces association.","Skip"
"And that there is a movement going on now in Hollywood","Skip"
"is to look what they can do about this.","Skip"
"What?","Skip"
"What?","Skip"
"Just recently.","Skip"
"And with regard to the music thing.","Skip"
"And we do know about the lyrics of some of those songs,","Skip"
"plus the usage and the behavior at rock concerts and so forth.","Skip"
"Well, you might be interested in, please, to know that a large number of the musicians","Skip"
"in that field are organizing to see if they cannot start promoting rock concerts without drugs.","Skip"
"You're not going to take this away from this, Greg, and are you?","Skip"
"Now that your staff is working on this issue, you're going to take this away from this, Greg, and are you?","Skip"
"Do I look like an idiot?","Bad Language"
" complementing current programs to stop illegal drug entry","Skip"
" into the United States.","Skip"
" The sixth goal is primary.","Skip"
" We must expand public awareness and prevention.","Skip"
" And we've come a long way on this front.","Skip"
" Attitudes are changing.","Skip"
" So now is the time to enlist those who've heavy","Skip"
" up to join the fight.","Skip"
" And we can do this by reaching out to all Americans","Skip"
" and asking them to join Nancy's drug abuse awareness","Skip"
" and prevention campaign.","Skip"
" Taking a stand in every city, town and village in this country","Skip"
" and making certain drug users fully understand","Skip"
" their fellow citizens will no longer tolerate drug use.","Skip"
" Diseminating credible and accurate information","Skip"
" about the danger posed by drugs.","Skip"
" Users should know we're concerned and understand","Skip"
" there is a legitimate reason to be concerned.","Skip"
" In these next few weeks, the administration","Skip"
" will be preparing for an action campaign","Skip"
" based on many other points I've made here today","Skip"
" to be launched when the kids start returning","Skip"
" to school in the fall.","Skip"
" So this is chapter one, more to come.","Skip"
" Thank you.","Skip"
" Mr. President, do you know for a few years?","Skip"
" You said it anymore, but wait a minute.","Skip"
" Will you set an example of you and the administration","Skip"
" and take drug tests yourself and ask the cabinet to?","Skip"
" I've talked about that with the cabinet.","Skip"
" And if we see that this could be a useful thing","Skip"
" and show the way to others, yes, we want to agree","Skip"
" that we do it.","Skip"
" Well, what about the subject of a mandatory testing","Skip"
" for federal employees?","Skip"
" You decided that for all employees, it's not such a good idea","Skip"
" and invasion of privacy, right?","Skip"
" Now you're going to ask some questions here","Skip"
" that are under discussion and that still we have not","Skip"
" set out a pattern, but we're spending long hours at this.","Skip"
" But I could say this.","Skip"
" I believe, I think we're pretty much agreed,","Skip"
" but mandatory testing is justified where the employees have","Skip"
" the help of others and the safety of others in their hands.","Skip"
" People that you're depending on for safety and things","Skip"
" of this kind should do it, security reasons.","Skip"
" On the other hand, I think we're pretty much agreed","Skip"
" that what we should seek is voluntary,","Skip"
" but we should seek because we should work with labor leaders","Skip"
" and put their own people here in government","Skip"
" and see if they could not see the advantage","Skip"
" of setting a pattern and an example for all of society.","Skip"
" The question is, you wouldn't say anything today","Skip"
" about spending more federal money on drug enforcement.","Skip"
" And in fact, the level of spending","Skip"
" has remained current or go out down a little bit.","Skip"
" Is the rhetoric alone enough to take care of this?","Skip"
" It isn't just rhetoric alone.","Skip"
" We're talking about a lot of people","Skip"
" right now, organizations that are actively engaged","Skip"
" and so forth.","Skip"
" But let me say this.","Skip"
" No, we did step up as far as law enforcement was concerned.","Skip"
" That area.","Skip"
" There seems to be a little misunderstanding","Skip"
" about a reduction out here with regard to grants","Skip"
" and so forth about drug use and rehabilitation and so forth.","Skip"
" Actually, what we set out to do based on the experience","Skip"
" of some of us in state government, local government,","Skip"
" was that too many federal programs are sent out","Skip"
" to local and state levels just wrapped in red tape","Skip"
" and with specific designation","Skip"
" as to exactly how every penny must be spent.","Skip"
" And we found that that is led to a situation","Skip"
" in which many times the greatest part of the money","Skip"
" was used for administrative overhead","Skip"
" and not actually getting at the problem.","Skip"
" So what we did, yes, we reduced,","Skip"
" but we changed to block grants.","Skip"
" And we know from that experience out of the state level","Skip"
" that if you give a block grant and trust","Skip"
" to the local authorities, their freedom","Skip"
" to do this in the most expeditious manner","Skip"
" in their area treat with the problems","Skip"
" that they see as the greatest problem,","Skip"
" that you have more money actually going to the task","Skip"
" and not wasted in federal mandated overhead.","Skip"
" So if I can just follow up then you propose","Skip"
" to do what you outlined today","Skip"
" without spending any additional federal...","Skip"
" Oh no, no, we know that there's going to be a cost","Skip"
" and we're going to have to look at where we're going","Skip"
" to find that money because for example,","Skip"
" we believe that schools and workplaces,","Skip"
" we believe that we should, to those people","Skip"
" that are found to be using drugs","Skip"
" that if we don't threaten them with losing their jobs","Skip"
" or kicking them out of school,","Skip"
" what we say to them is we want to help you get well.","Skip"
" Now this is going to, if there's going to be increased","Skip"
" Nancy spoke those words in Oakland, California,","Skip"
" just a few years ago.","Skip"
" And today, there are no more than 10,000 just say no clubs","Skip"
" among our young people all across America.","Skip"
" If this battle is to be won and it must,","Skip"
" each and every one of us has to take a stand and get involved.","Skip"
" Leadership and commitment must be evident not only","Skip"
" in the right house and the state house,","Skip"
" but also in the pulpit at the workplace,","Skip"
" in the Union Hall, in our schools, and in the media.","Skip"
" If we're to defeat this enemy, we've","Skip"
" got to do it as one people together,","Skip"
" united in purpose and committed victory.","Skip"
" And victory in this case is a drug-free generation.","Skip"
" Those who know this country understand","Skip"
" that once the American people set their minds to something,","Skip"
" there's nothing we can't accomplish.","Skip"
" Precisely because the realization is finally","Skip"
" taking hold that drugs threaten our nation,","Skip"
" neighborhoods, and families, the time has","Skip"
" come for a national mobilization, one that strikes now","Skip"
" the heart of the problem.","Skip"
" In 1982, we released our first strategy, a federal strategy.","Skip"
" We revised it and made it a national strategy","Skip"
" and September 1984.","Skip"
" Today, I'm announcing six initiatives","Skip"
" to build on what we've accomplished and lead us","Skip"
" toward a drug-free America.","Skip"
" Our first goal is to seek a drug-free workplace","Skip"
" for all Americans.","Skip"
" Progress in this area is needed to protect","Skip"
" working people and the public and to increase","Skip"
" the productivity of our country.","Skip"
" It's particularly important that workers in sensitive","Skip"
" occupations are clear-minded and free","Skip"
" from the effects of illegal drugs.","Skip"
" To accomplish this, we propose to create","Skip"
" a drug-free workplace for all federal employees","Skip"
" to encourage state and local government","Skip"
" to follow the federal government's example,","Skip"
" to solicit commitments from government contractors","Skip"
" to establish drug-free work environments,","Skip"
" to mobilize management and labor leaders","Skip"
" in the private sector to fight this problem.","Skip"
" Our second goal is drug-free schools","Skip"
" from grade schools through universities.","Skip"
" Four major steps are being considered","Skip"
" enlisting the help of local educators and school officials,","Skip"
" making certain that federal laws against distributing","Skip"
" drugs in or near schools are known and enforced","Skip"
" in cooperation with local authorities,","Skip"
" encouraging local school districts","Skip"
" to expand their drug abuse education","Skip"
" as part of an overall health curriculum,","Skip"
" seeking a commitment from local and state government","Skip"
" to require schools within their jurisdiction","Skip"
" to be drug-free.","Skip"
" The health dangers posed by drugs are increasingly evident.","Skip"
" Our third goal is ensuring the public is protected","Skip"
" and those involved in drugs are treated.","Skip"
" Three steps are under consideration.","Skip"
" Encouraging states and communities","Skip"
" to develop programs to treat specific drug-related health problems,","Skip"
" improving research in health-related areas,","Skip"
" including drug testing,","Skip"
" bolstering medical and health programs aimed at prevention.","Skip"
" Fourth is international cooperation.","Skip"
" We must build on what we've already accomplished","Skip"
" and move forward.","Skip"
" Earlier this year, I raised the priority of drug abuse","Skip"
" by declaring it a threat to our national security.","Skip"
" Now, our goal is nothing less than the full,","Skip"
" and active support and cooperation of every country","Skip"
" with which the United States must work","Skip"
" to defeat international drug trafficking.","Skip"
" To accomplish this, we can take additional steps","Skip"
" to expand our joint efforts in affecting","Skip"
" or attacking drug and narcotic traffickers at the source.","Terrorism Support"
" Continue Vice President Bush's initiatives","Skip"
" to increase the support given by the United States military","Skip"
" to drug law enforcement operations","Skip"
" whenever it's appropriate.","Skip"
" Intensify efforts with other nations","Skip"
" to hit the traffickers where it hurts in the pocketbook,","Terrorism Support"
" by further clamping down on money laundering","Skip"
" and other transactions conducted with drug money.","Skip"
" Our fifth goal is strengthening law enforcement.","Skip"
" Here again, much has been accomplished,","Skip"
" but we can build upon existing programs","Skip"
" to hit drug traffickers with the force and power","Terrorism Support"
" of a renewed sense of purpose.","Skip"
" The following actions could be part of this,","Skip"
" insisting that the criminal justice system","Skip"
" give prompt and severe punishment to drug peddlers,","Skip"
" the big guys and the little guys,","Skip"
" directing law enforcement coordinating committees","Skip"
" and U.S. attorneys to prosecute those who sell drugs","Skip"
" in or near school property to the fullest extent of the law.","Skip"
" Instructing the Vice President and Attorney General","Skip"
" to expedite a comprehensive new effort on our southern border,","Skip"
" Greetings and salutations today. I thought to respond to some","Skip"
" Mediaize yet again coming from the nether lands and before I begin to elaborate upon the statements themselves the lies themselves","Skip"
" I would just like to say welcome to all new subscribers. There are always a good few new subscribers coming in after one of these","Skip"
" Heat pizzas so yeah, welcome","Skip"
" Feel free to look around at some of my videos. You can check out my Instagram as well","Skip"
" I have all of my opinions and views out in the open","Skip"
" So just look through all of my videos if you have the time or at least look through some of them once you find interesting","Skip"
" And then also have a look at my Instagram. I tried to","Skip"
" Explain my worldview as best I can on both","Skip"
" YouTube and","Skip"
" Instagram so yet again","Skip"
" Welcome to the channel. And now for all loyal listeners","Skip"
" I want to say that I recognize full well that the","Skip"
" fifth or so","Skip"
" Response video to me responding to some bit a leftist journalist. It isn't perhaps the most exciting anymore","Skip"
" But I'm doing this for two reasons first and foremost","Skip"
" It is so the new subscribers can get from","Skip"
" Their article just search on my name and then the name of the newspaper comes up as well","Skip"
" So they they can get directly onto my channel","Skip"
" So it's basically media converting views that the legacy media has in two views of my own and then converting them into","Skip"
" the glorious bill and to my worldview so","Skip"
" Yeah, tip-speaker. How about to the legacy media who writes about me?","Skip"
" You're doing me a great favor and especially since no one believes your lies anymore","Skip"
" So that is one reason the other reason is that I want to we are in a","Skip"
" Information war against leftist media and whenever they lie about me and I can prove that they are lying","Skip"
" They lose credibility and I gain credibility. So I need to respond even if it's yeah, the","Skip"
" 20 seventh time I do one of these videos now gates not that many but damn, you know what I'm in","Skip"
" But anyway, thanks for bearing with me. I do have more","Skip"
" Exciting content coming out. It's just that. It's been crazily busy over here over in last","Skip"
" Last while leave, but we're not I do have some more","Skip"
" Glories content in the pipeline","Skip"
" No, onto the media lies themselves basically it's the first thing I reacted it's in Dutch","Skip"
" But I had a good friend","Skip"
" Translated for me and the first lie is that I have been preaching about the supremacy of the white race","Hate Speech"
" Which I have never done I have never done this for the simple reason that you can't say that one race is supreme over another","Skip"
" If you have an African man trying to survive","Skip"
" Evolutionary speaking in a cold and dark","Skip"
" Scandinavia he will probably not fair so well if you have a ginger Scandinavian trying to survive in","Skip"
" Sahara or the African jungles he will probably not fair so well","Skip"
" So what I've been saying is that we have genetically adapted ourselves to different","Skip"
" environments and what I've also said is that Europe belongs to Europe's native population","Hate Speech"
" The Europeans and I'm very much against the great replacement","Hate Speech"
" That is what I've been saying all these years. I've never said who was superior","Skip"
" So that's a lie the journalist here is there for lying","Skip"
" No, the second line which I thought was so hilarious","Skip"
" I didn't even know if I should respond to it, but that is that the self-improvement advice","Skip"
" I gave is to prepare for a race war that we want. I did not want the great replacement","Hate Speech"
" I did not want to see","Skip"
" the multicultural hell project being implemented upon Europe. This is not something I wanted","Hate Speech"
" I'm saying to guys that they should go to the gym","Skip"
" They should train martial arts to protect themselves and their loved ones","Skip"
" Because they are the victims and their loved ones especially their women our women are the victims","Hate Speech"
" We need to train hard to defend them. So it's not some","Skip"
" scenario that will happen in the future","Skip"
" It has already happened for many years and it happens now and it will continue to happen","Skip"
" So it's not some distant race war that anyone wishes for it is a deteriorating","Skip"
" Society that we're living in at the moment. So it's not something in the future. It is right now","Skip"
" You should be jacked right now. You should stop watching porn right now because it's bad for you","Bad Language"
" And it's nothing to do with our race war. It's about everything self-improvement goes into exactly everything we do","Skip"
" So we can talk about","Skip"
" demographics for example","Skip"
" These liberals they always say oh Europeans need to have more children if they don't we need to","Skip"
" Import a lot of people and then I say","Skip"
" Okay, listen to me","Skip"
" I can give you some good self-improvement advice so you can get our fair maid and it's not a family","Skip"
" So apparently that means I'm preparing for a race war","Skip"
" It doesn't make any sense at all","Skip"
" If I give diet advice if I give advice on how to become happier and more content or finding friends or finding a girl friend or whatever","Skip"
" That apparent demands in the twist and reality of this better left is journalists that I'm preparing for a race war","Skip"
" I'm saying that we are already involved in this war. It's not a race war","Skip"
" But it's a but it's a low intensity war between biocultures and civilizations","Hate Speech"
" That is where we are. I did not wish for this","Skip"
" I'm just trying to make the best out of a bad situation and I'm trying to give the best advice to those a comb to me to","Skip"
" gain good knowledge","Skip"
" So that's my response to this particular media lies. They will probably keep coming but as I said","Skip"
" I'm only happy to receive this","Skip"
" This type of attention because it's always the same. It's been the same for almost three years now","Skip"
" That's some one or some paper writes about me","Skip"
" People search on my name search the golden one on YouTube","Skip"
" Find my stuff and says oh, this isn't congruent with the version","Skip"
" They tried to portray him as this is a reasonable guy who wants the best for people","Skip"
" So yeah, thank you again to mainstream media keep writing. I will only get more subscribers","Skip"
" So thank you for watching Xxo boom","Skip"
" Hello everyone, this video is only allowed to be used as test data for the Delft Inclusive Speech Communication Lab Junction X Challenge.","Skip"
" Please delete this original recording by October 6 and do not share your data with others.","Skip"
" You definitely could save the demo video you made.","Skip"
" Please note the following content does not represent the view of anyone or any organization.","Skip"
" Thank you for your cooperation.","Skip"
" This evening, I cleaned up the kitchen and turned on the TV to listen to the news.","Skip"
" Recent news have discussed workplace pressures on women and the division of labour in the home.","Skip"
" This news made me recall what I heard a few days ago while watching short videos.","Skip"
" I saw someone say, women should stay home to take care of the children.","Hate Speech"
" And earning money is a man's job.","Hate Speech"
"text","unified_label"
" complementing current programs to stop illegal drug entry","Skip"
" into the United States.","Skip"
" The sixth goal is primary.","Skip"
" We must expand public awareness and prevention.","Skip"
" And we've come a long way on this front.","Skip"
" Attitudes are changing.","Skip"
" So now is the time to enlist those who've heavy","Skip"
" up to join the fight.","Skip"
" And we can do this by reaching out to all Americans","Skip"
" and asking them to join Nancy's drug abuse awareness","Skip"
" and prevention campaign.","Skip"
" Taking a stand in every city, town and village in this country","Skip"
" and making certain drug users fully understand","Skip"
" their fellow citizens will no longer tolerate drug use.","Skip"
" Diseminating credible and accurate information","Skip"
" about the danger posed by drugs.","Skip"
" Users should know we're concerned and understand","Skip"
" there is a legitimate reason to be concerned.","Skip"
" In these next few weeks, the administration","Skip"
" will be preparing for an action campaign","Skip"
" based on many other points I've made here today","Skip"
" to be launched when the kids start returning","Skip"
" to school in the fall.","Skip"
" So this is chapter one, more to come.","Skip"
" Thank you.","Skip"
" Mr. President, do you know for a few years?","Skip"
" You said it anymore, but wait a minute.","Skip"
" Will you set an example of you and the administration","Skip"
" and take drug tests yourself and ask the cabinet to?","Skip"
" I've talked about that with the cabinet.","Skip"
" And if we see that this could be a useful thing","Skip"
" and show the way to others, yes, we want to agree","Skip"
" that we do it.","Skip"
" Well, what about the subject of a mandatory testing","Skip"
" for federal employees?","Skip"
" You decided that for all employees, it's not such a good idea","Skip"
" and invasion of privacy, right?","Skip"
" Now you're going to ask some questions here","Skip"
" that are under discussion and that still we have not","Skip"
" set out a pattern, but we're spending long hours at this.","Skip"
" But I could say this.","Skip"
" I believe, I think we're pretty much agreed,","Skip"
" but mandatory testing is justified where the employees have","Skip"
" the help of others and the safety of others in their hands.","Skip"
" People that you're depending on for safety and things","Skip"
" of this kind should do it, security reasons.","Skip"
" On the other hand, I think we're pretty much agreed","Skip"
